P50x_pft1,ax_pft1,P50_gs_pft1,FDrought_pft1,Drought_Threshold_pft1,Vc_max25_pft1,LNCm_pft1,LMR_pft1,WD_pft1,LMA_pft1,Al2As_pft1,Amax_pft1,stem_Kl_pft1,stem_ks_pft1,bmort_pft1,mort_disturb_frac_pft1,comp_excln_pft1,P50x_pft2,ax_pft2,P50_gs_pft2,FDrought_pft2,Drought_Threshold_pft2,Vc_max25_pft2,LNCm_pft2,LMR_pft2,PFT_pft2,WD_pft2,LMA_pft2,Al2As_pft2,Amax_pft2,stem_Kl_pft2,stem_ks_pft2,bmort_pft2,mort_disturb_frac_pft2,comp_excln_pft2
-1.830759705,4.463244893,-0.792975659,1,0.191886312,28.53235976,0.030923593,0.006746291,0.587515985,48.56767516,1.056986573,3.450880681,0.000630552,6.664845047,0.188742674,0.577330919,2.020054513,-2.235630789,1.850629269,-1.299074307,0.241741693,0.172004708,73.3186868,0.032553008,0.007101764,2,0.451932606,54.71816845,0.643322864,9.716790551,0.000790036,5.082479992,0.035937667,0.941444427,2.96861432
-2.175064675,3.020670256,-1.419809803,1,0.087165167,45.1248245,0.020352216,0.004440039,0.544790535,111.1588977,0.998387785,5.659313085,0.001637488,16.34848187,0.091279298,0.95184798,1.346160535,-0.3,1.707145661,-0.872586578,0.784176727,0.129049911,40.2799292,0.029595016,0.006456449,2,0.440777419,49.76866712,0.554634964,5.000078255,0.001128061,6.256621769,0.115883994,0.536100777,1.467174972
-4.062945154,3.849378745,-1.544311504,1,0.079211881,25.46733552,0.021587707,0.004709574,0.61094041,67.27732861,0.839217407,3.058509171,0.000478602,4.016507927,0.096502399,0.931376014,3.060989725,-2.395676411,2.519649865,-2.342278621,0.871537169,0.218024053,64.77301858,0.023693892,0.00516906,2,0.507953532,75.87839757,1.995306129,8.448329049,0.000584059,11.6537665,0.071180645,0.358525042,0.88238146
-3.433262286,2.318612142,-2.095444189,1,0.142153866,34.5304854,0.029833295,0.006508432,0.562297012,53.46700955,0.487569396,4.233020085,1e-04,0.487569396,0.13892685,0.0638196,0.985250141,-2.667221997,2.28725714,-0.657065841,0.259935867,0.076873801,53.05863214,0.032953824,0.007189206,2,0.464655873,63.61605466,0.450333485,6.76357311,0.000455355,2.050617955,0.19643777,0.700558827,1.695059892
-0.599089421,2.785114065,-2.194106828,1,0.274973938,29.4193211,0.030648856,0.006686354,0.555402339,32.23061042,0.879275998,3.565354179,1e-04,0.879275998,0.117849282,0.4691643,0.665388744,-2.269732553,0.5,-2.563455285,0.937279293,0.066946601,61.92079561,0.026082201,0.005690093,2,0.482342783,51.15795786,1.278749209,8.032288903,0.001054215,13.48077141,0.078451349,0.274838505,2.503900841
-0.956382121,1.063450764,-0.142532743,1,0.05860877,32.64686513,0.026075315,0.005688591,0.593655892,63.98074614,0.516277469,3.985387312,0.001254216,6.475234066,0.053084416,0.247951536,2.79304456,-0.837202402,2.72534697,-2.042706036,0.994110813,0.065882182,51.01593205,0.033768017,0.00736683,2,0.431163498,68.54180078,0.245591739,6.476370978,0.000358499,0.88044359,0.083433952,0.077141944,1.3917049
-1.885956533,0.5,-1.92335584,1,0.039432928,15,0.030183925,0.006584925,0.536423559,52.27731262,0.644341206,1.756912576,0.000505211,3.255284617,0.141695446,0.491039023,3.08454005,-1.422770978,3.868627553,-1.559408682,0.091705408,0.022642751,47.43284511,0.041855294,0.009131151,2,0.393239963,21.06710178,0.503663858,5.977418395,0.000151314,0.762116209,0.184159523,0.31223559,1.436338374
-0.995132891,0.5,-1.105428433,1,0.25362492,45.32356677,0.036580176,0.007980331,0.585872225,64.46819453,0.66454982,5.686602649,1e-04,0.66454982,0.027504461,0.560550569,1.197803059,-2.153960055,5.914981684,-1.500459937,0.919963721,0.042437135,44.89926513,0.030775164,0.00671391,2,0.48261313,45.49117685,1.144117789,5.628364665,0.000261507,2.991944733,0.074694025,0.033558578,0.433640213
-2.97348297,4.847433208,-2.154022219,1,0.04697794,22.24444137,0.02637196,0.005753307,0.585153906,54.38035444,1.186089067,2.651356695,1e-04,1.186089067,0.023324874,0.553841261,3.765053841,-1.754933467,1.802536318,-0.044238935,0.040593201,0.216673685,43.82719644,0.022088094,0.004818739,2,0.459579532,59.19277867,0.594742479,5.481610298,0.000648942,3.859531928,0.039519658,0.962666854,3.895589781
-3.417330977,1.687659368,-2.245120764,1,0.273124194,15,0.023231456,0.005068174,0.588105622,58.12377914,0.993733955,1.756912576,0.000723649,7.191146375,0.026120314,0.579929883,2.122224642,-0.325106466,0.5,-0.486168862,0.997704576,0.050712368,65.03919501,0.035589987,0.007764312,2,0.393945172,40.85038981,0.91835685,8.487343754,0.000934251,8.579757225,0.172478058,0.019680521,0.983691789
-3.011744366,3.516542038,-0.383824333,1,0.306444274,44.82530588,0.031955428,0.006971396,0.552185992,76.88880935,0.751641254,5.618222336,1e-04,0.751641254,0.050686339,0.684665995,1.560566365,-0.693413667,1.441390411,-1.560178992,0.206925523,0.260094003,48.59808666,0.032217496,0.007028569,2,0.481675149,37.79030091,1.015335329,6.139002049,0.000349386,3.547439958,0.029840132,0.619180497,0.270232612
-1.800972299,1.178376109,-2.615386052,1,0.13180496,44.92307648,0.024188159,0.005276889,0.507844317,59.74247458,0.851387302,5.631630581,3.87372969426168e-05,0.329804427,0.172576556,0.752575769,3.019595808,-3.854847527,4.656452932,-2.966985506,0.084576688,0.034633725,72.05303481,0.04104939,0.008955335,2,0.395270764,38.73018196,1.171543179,9.526873614,0.000543043,6.361981459,0.055172713,0.121582642,0.044610614
-1.264663264,2.089517575,-2.420433167,1,0.176286036,41.93015276,0.039372587,0.008589523,0.603854994,42.00255481,0.62944811,5.223314661,1e-04,0.62944811,0.122571129,0.281944068,2.824790185,-0.944797277,2.098385657,-1.289534474,0.606488815,0.018510786,89.30047877,0.032350695,0.007057628,2,0.446511788,56.74238394,1.195604676,12.17473331,0.0008046,9.61983458,0.183941509,0.383225554,3.172638619
-0.848881313,3.25871761,-0.833031728,1,0.212466654,19.24106295,0.029742414,0.006488605,0.536252029,47.89781411,0.72672297,2.277019791,0.000956325,6.949833928,0.031479122,0.139849541,3.641120271,-1.456041841,0.5,-0.94603158,0.320441954,0.152210152,71.51354381,0.036495868,0.007961939,2,0.439511851,64.46254412,0.61009044,9.446135756,1e-04,0.61009044,0.016116021,0.780375464,3.203913829
-1.549832622,2.324904451,-1.273365278,1,0.037515417,92.43327515,0.041955352,0.00915298,0.616423308,56.0320172,1.106846974,12.6692728,1e-04,1.106846974,0.186353011,0.085446938,3.730125662,-2.560806401,3.954575411,-1.664191845,0.757213633,0.136916406,74.933995,0.041417247,0.009035587,2,0.454270539,10,1.048961299,9.960199844,0.000282702,2.965429507,0.062079244,0.515824042,2.890040255
-0.405873884,4.167960438,-1.606228957,1,0.173745361,40.47714346,0.034533122,0.007533746,0.540319574,50.05734473,0.906259755,5.026685228,0.000131444,1.191221194,0.061462223,0.791336756,3.14269672,-1.200565485,3.943372451,-1.186292065,0.681325945,0.311523821,38.39984009,0.030290134,0.006608096,2,0.475549416,66.4696176,0.601308323,4.747407082,0.000743455,4.470458801,0.025531236,0.74930183,3.658750485
-2.78436627,0.5,-3.049956877,1,0.021816264,34.49118037,0.028811271,0.006285467,0.615645136,46.96885475,1.337302825,4.227834132,1e-04,1.337302825,0.106705642,0.788373902,1.783329983,-2.258598455,5.7883188,-1.646613698,0.353618848,0.322653739,22.6964574,0.028713518,0.006264141,2,0.491766687,56.7845691,1.388968331,2.708121838,0.000791068,10.98769079,0.072769575,0.508704847,0.279258422
-2.592919342,1.065583135,-2.28522674,1,0.26009284,37.68699672,0.026349955,0.005748506,0.557914209,28.39328158,0.74169199,4.652071162,1e-04,0.74169199,0.000398826,0.053784295,1.411749048,-1.750130359,2.973504852,-1.73304854,0.319524913,0.217156553,18.12101168,0.025250091,0.00550856,2,0.500755227,63.60811842,1.455216382,2.138688493,0.000486917,7.085689724,0.126845106,0.404099879,1.453162637
-0.462312473,2.671791018,-0.756692833,1,0.061256683,80.88975143,0.034722114,0.007574976,0.552123118,84.81285038,1.060405238,10.86750435,0.001076532,11.41560071,0.130689922,0.415825909,2.382494632,-2.943845285,4.358128903,-1.113865038,0.699527915,0.23668868,89.47343568,0.03045713,0.006644528,2,0.504551645,40.87541006,1.235304826,12.201929,0.000559661,6.913516903,0.072446855,0.363738668,3.21111581
-1.177112541,3.567901413,-0.840249245,1,0.19570455,68.70137309,0.032686621,0.007130913,0.601581924,57.90875849,1.039464409,9.027372675,0.000683268,7.102328793,0.074265635,0.721398742,2.589735192,-1.797564176,1.799015434,-0.910051176,0.844610087,0.301081077,43.96908659,0.0316518,0.006905157,2,0.457383778,62.17728042,0.998494311,5.501001047,0.000102777,1.02622135,0.130286502,0.69989075,2.058332229
-2.856882221,4.230396762,-1.47935556,1,0.02449609,28.93753101,0.03477481,0.007586472,0.559217804,45.64345372,0.905998443,3.503121695,0.001036894,9.394247425,0.082276627,0.001962569,3.972770926,-1.797564176,1.799015434,-0.910051176,0.844610087,0.301081077,43.96908659,0.0316518,0.006905157,2,0.457383778,62.17728042,0.998494311,5.501001047,0.000102777,1.02622135,0.130286502,0.69989075,2.058332229
-2.370209852,4.922569135,-1.712260657,1,0.34752742,31.31651792,0.01482647,0.003234543,0.586226972,80.80296792,0.592937964,3.811597531,1e-04,0.592937964,0.151863973,0.027140379,1.484008938,-4.628840179,3.660345305,-1.245035,0.58489323,0.302370165,35.42563293,0.024812728,0.005413145,2,0.472077479,40.48486793,0.495613789,4.351341373,1e-04,0.495613789,0.173692955,0.611825197,1.844410559
-2.325141133,1.767948774,-1.525794834,1,0.053271737,28.19131196,0.031710943,0.006918059,0.575016033,44.38875627,0.959618601,3.406974635,0.000244243,2.34380138,0.160504507,0.123636591,2.532152301,-2.195691646,0.5,-2.460165826,0.59995352,0.157846675,32.16117405,0.013493326,0.002943704,2,0.440998859,66.37951876,1.092770794,3.92183258,0.000105763,1.155746103,0.054597796,0.693597997,2.038391959
-1.508813185,2.402743759,-0.447028764,1,0.200411093,62.80304897,0.031070609,0.006778364,0.593404904,74.20934514,0.79043591,8.160582567,0.000154331,1.219889689,0.086278369,0.675090452,0.096893817,-0.3,4.089093171,-2.818541288,0.496336627,0.17802007,65.19449554,0.025982567,0.005668357,2,0.446389979,44.3594047,0.901650366,8.510121698,0.000852733,7.68867178,0.003320102,0.458366059,2.635492535
-1.847662403,0.738687757,-2.286255054,1,0.202533096,65.95092162,0.046907235,0.010233282,0.517482062,60.5641141,0.513815805,8.621222851,7.83467788356946e-05,0.402558133,0.132626306,0.625784892,0.690781196,-1.018142712,4.501831563,-1.336279838,0.286680031,0.1630693,68.29492248,0.038138798,0.00832036,2,0.436328997,53.39173216,1.469305278,8.96713959,0.000579707,8.517665752,0.138003306,0.496910865,2.56946817
-0.3,3.166930739,-0.41008455,1,0.143073808,22.49800795,0.030776726,0.006714251,0.533276719,55.8841214,0.997839228,2.683186461,1e-04,0.997839228,0.072537753,0.982323611,0.84215939,-0.849633379,0.5,-1.526938581,0.073415643,0.231966719,44.4915263,0.028866172,0.006297444,2,0.488174811,52.69394968,1.271237965,5.572483183,3.61161609576198e-05,0.459122349,0.050020905,0.778391253,2.75022187
-1.588492641,4.38840595,-2.7522294,1,0.095607464,50.07344889,0.023064908,0.00503184,0.511935342,95.84902891,1.45125359,6.344529812,0.000209544,3.041019667,0.125591276,0.153271035,1.82493343,-2.339457264,2.589935814,-2.175007169,0.20920836,0.29783123,96.33811472,0.044855224,0.009785616,2,0.501788787,60.00828778,1.024143769,13.29139728,0.001413926,14.48063715,0.136468994,0.330408667,1.819310003
-4.99416466,6.223426534,-2.398045564,1,0.151463893,50.69877292,0.03811662,0.008315522,0.546174234,78.53500262,0.1,6.43195706,0.000838218,0.838218291,0.1749277,0.08909562,0.386556079,-2.926645928,3.479225914,-3.972943612,0.428847495,0.082538318,15,0.03436478,0.00749702,2,0.448871688,26.4877105,0.258119464,1.756912576,1e-04,0.258119464,0.057861678,0.242138285,2.033371237
-2.856882221,4.230396762,-1.47935556,1,0.02449609,28.93753101,0.03477481,0.007586472,0.559217804,45.64345372,0.905998443,3.503121695,0.001036894,9.394247425,0.082276627,0.001962569,3.972770926,-0.648127565,3.06147558,-1.40338019,0.516198908,0.244444237,51.65331861,0.02829421,0.006172665,2,0.451581167,61.25213508,0.566079533,6.565773802,0.000738646,4.181322764,0.154199279,0.344221901,3.601953538
-3.243563897,3.630554603,-1.091736552,1,0.25620999,60.88635566,0.0293891,0.006411526,0.593751857,40.2516178,0.734357889,7.882319246,0.000666958,4.897856762,0.063495447,0.685340854,1.208122638,-1.705167551,3.008552793,-1.566513577,0.210964881,0.240401704,66.51171055,0.032248012,0.007035226,2,0.496126255,70.08134663,0.467855053,8.703756385,8.36664191385413e-05,0.39143757,0.044843381,0.495981811,2.757805778
-2.936397745,0.833738441,-1.708055974,1,0.11396223,59.75391401,0.024551975,0.005356259,0.60298515,88.97938956,0.388014551,7.718706056,0.001317933,5.113771098,0.00095928,0.571676433,3.734165158,-1.485707315,6.589272294,-1.104188446,0.728731147,0.191128247,59.65969198,0.024766103,0.005402973,2,0.464317085,78.14233563,1.017287669,7.705119682,0.00057487,5.848084313,0.027417617,0.677105127,1.866319593
-1.660308288,2.208965141,-0.93897802,1,0.2764067,30.40097797,0.010701747,0.002334693,0.58226433,72.54203027,1.31536371,3.692531434,6.0030336783915e-05,0.789617265,0.000675915,0.215558292,2.820883272,-0.3,2.742844685,-1.950212582,0.533397717,0.305624165,56.08882124,0.040073534,0.008742442,2,0.435395566,42.47247153,0.648640884,7.193253774,0.000447005,2.899454056,0.128631677,0.310306517,3.212807412
-1.491595126,2.892372997,-0.821745988,1,0.133036139,57.70782192,0.020203695,0.004407638,0.555718647,81.10538014,1.037689623,7.424593999,0.000623653,6.471585573,0.011245321,0.119238519,1.966184426,-2.559513116,1.003826063,-1.844335763,0.009772539,0.110402073,53.70057246,0.034682143,0.007566256,2,0.476955238,40.16094324,0.528696391,6.854238635,0.000378317,2.000147329,0.140898227,0.452335593,0.238316678
-3.498123628,1.513406361,-1.377673421,1,0.255044732,63.66747269,0.033206246,0.007244275,0.561549152,45.79952856,1.193894781,8.286628359,1e-04,1.193894781,0.172013956,0.050795259,0.363376944,-1.83358886,2.864584638,-0.977103676,0.961043722,0.179334237,98.75558099,0.035607948,0.00776823,2,0.440237247,36.15957406,1.79957531,13.67564095,0.000975108,17.54780658,0.166524533,0.091903781,3.960631307
-0.848881313,3.25871761,-0.833031728,1,0.212466654,19.24106295,0.029742414,0.006488605,0.536252029,47.89781411,0.72672297,2.277019791,0.000956325,6.949833928,0.031479122,0.139849541,3.641120271,-2.880742127,2.467440779,-1.998689252,0.032958056,0.344598012,38.67482298,0.02820176,0.006152496,2,0.520951091,59.24937056,1.002917584,4.784251944,0.001049769,10.52832282,0.002850377,0.670411387,1.045834331
-2.95922402,1.074733111,-1.905291122,1,0.041553363,72.00140535,0.027540686,0.006008276,0.569308867,65.06877737,0.510132756,9.5191414,1e-04,0.510132756,0.194285782,0.599684632,3.829734061,-1.944591289,6.19327627,-2.171158198,0.491825927,0.266214782,62.79762354,0.025676354,0.005601553,2,0.513002501,59.59095661,0.840735673,8.159792535,0.000148064,1.244829691,0.095278786,0.453013001,1.365021541
-1.593784147,1.22364165,-2.043804233,1,0.337283834,72.78386496,0.040202005,0.008770469,0.562116616,47.36375485,1.265533725,9.636451783,0.001242282,15.7214951,0.104414967,0.252843435,3.742775688,-1.530645916,0.5,-1.194459808,0.175394996,0.10092844,62.37201168,0.035648453,0.007777067,2,0.473988775,48.28713174,0.638067011,8.097858403,0.000514976,3.285889845,0.031956336,0.569616652,3.676471541
-2.453080099,4.781195005,-1.195385402,1,0.022072913,80.48629764,0.028640086,0.006248121,0.57814023,67.57599765,0.283078611,10.80555684,0.000136279,0.385775815,0.103858058,0.129769017,3.205653907,-1.456605615,0.5,-2.040649658,0.769850593,0.234215857,32.05546426,0.029389817,0.006411682,2,0.479706238,45.18506154,1.595612117,3.908016221,6.53327540499581e-05,1.04245734,0.130010291,0.605369715,3.60966195
-2.387726981,4.083470455,-2.650563898,1,0.022888884,80.88035287,0.03430102,0.00748311,0.554815964,71.75494628,1.127540544,10.86606047,0.001663573,18.7574559,0.04351811,0.640126546,1.60590146,-1.571293491,5.816156658,-1.937569472,0.347322945,0.301661884,28.55705127,0.030790449,0.006717244,2,0.501097717,56.23971275,0.978852602,3.454061818,0.00032988,3.229036041,0.048670607,0.084446568,2.18491535
-0.3,0.5,-2.0147774,1,0.21184726,36.64065132,0.025974154,0.005666521,0.559307564,68.19853483,0.889384374,4.512598552,1e-04,0.889384374,0.018848099,0.10235608,3.8209977,-1.563353802,3.677867504,-1.069004782,0.335050609,0.068269088,37.08848551,0.031101174,0.006785032,2,0.492560967,66.68471084,0.187648235,4.572224622,0.001041236,1.953861064,0.190032312,0.75508876,3.206390846
-2.994057853,1.413654439,-1.748294293,1,0.077552742,15,0.020856275,0.004550005,0.608380443,73.50311412,1.352312848,1.756912576,1e-04,1.352312848,0.066313493,0.418388608,1.102726299,-2.189650442,2.065269123,-1.028168429,0.716186631,0.137436525,78.34263445,0.053766529,0.011729706,2,0.465335669,66.4152292,0.341792756,10.47759047,0.000808941,2.764900787,0.067906426,0.581817282,0.688929177
-1.888873111,0.5,-2.096992982,1,0.221566434,32.93825201,0.031980208,0.006976802,0.557744136,72.64770963,1.148834011,4.023575164,1e-04,1.148834011,0.108266062,0.043430561,0.780539778,-1.051546174,4.728483121,-2.355159853,0.893916627,0.239366769,25.70201049,0.008194707,0.001787757,2,0.495925626,58.12244965,0.175729076,3.08837431,0.001120969,1.969867921,0.005095622,0.506254477,0.849257307
-3.831230808,4.480889736,-2.269478448,1,0.230970115,41.43997761,0.035419425,0.007727102,0.535495711,28.74989999,0.938611046,5.15686387,0.001471255,13.80936457,0.147455594,0.317183704,3.990724686,-3.818356465,2.253611882,-1.333381428,0.387338243,0.07053709,38.57588526,0.032501149,0.007090451,2,0.471951618,48.60289107,1.051940343,4.770990923,0.000667067,7.01714265,0.066278441,0.439179049,0.313640322
-3.907169136,3.379753072,-2.071296815,1,0.31260873,47.72771077,0.027048579,0.005900918,0.564304825,34.92060143,1.051090091,6.018245207,0.000630999,6.632365082,0.106377194,0.688213765,3.838758674,-2.036894742,0.5,-2.182633112,0.418347206,0.075892174,68.73742549,0.038609457,0.008423039,2,0.456023894,71.02881647,1.138665909,9.032718955,0.000957934,10.90767331,0.066111884,0.236231407,2.899455146
-2.594181654,3.105274815,-2.709088373,1,0.155359443,45.12165708,0.033923531,0.007400758,0.595397554,66.59212465,0.1,5.658878318,1e-04,0.1,0.165395691,0.273088993,0.399142039,-2.021069854,3.910630845,-1.360263167,0.042374034,0.152486512,62.07411299,0.044072278,0.009614808,2,0.406680899,30.42309419,1.11970475,8.054558114,0.000953582,10.67730063,0.035308256,0.713518242,1.986276606
-0.571993482,0.5,0.140313489,1,0.181121964,16.84921938,0.026459493,0.005772403,0.503406528,44.67261579,1.0040609,1.982460399,0.001281056,12.86258438,0.044785153,0.055089568,2.700790162,-0.3,0.5,-2.041600343,0.596733604,0.181048576,38.75962521,0.025724285,0.00561201,2,0.414352379,69.4221816,0.740588543,4.795622254,0.000450799,3.338566809,0.112818459,0.72504575,1.758015342
-4.12913966,2.858847921,-2.588486817,1,0.22005298,77.30920865,0.038948839,0.008497079,0.558787251,75.84334809,0.212730574,10.32019416,0.0006769,1.439973316,0.153332671,0.384559753,2.713750442,-1.075015914,3.042692304,-2.636907158,0.912782741,0.197532504,56.38545437,0.037781772,0.008242471,2,0.503489464,65.63641034,0.882828814,7.235548269,0.00026938,2.378164952,0.147216928,0.966267887,0.841820913
-3.482816463,3.558253995,-2.094154663,1,0.042173923,43.46896032,0.033732035,0.007358981,0.585613625,58.51392959,0.904815479,5.432697776,0.000367947,3.329238819,0.05717795,0.787953713,3.524097182,-0.657214146,0.5,-1.20278806,0.726276432,0.107732238,74.97182723,0.044599642,0.009729858,2,0.426505278,24.75689518,1.092850216,9.965914477,0.000269985,2.950535572,0.141555428,0.845162712,3.276100923
-0.922940101,2.294554574,-1.828984299,1,0.298203548,49.37435159,0.026660153,0.005816179,0.541866649,69.4648686,0.793229122,6.247010354,0.000937488,7.436429983,0.168431699,0.059713821,2.529510531,-0.710734041,1.449901443,-1.199694815,0.551700275,0.240780096,71.07119197,0.032523927,0.00709542,2,0.417732016,62.72279961,0.269102765,9.380031557,1e-04,0.269102765,0.074394571,0.548670813,3.406555485
-2.319569246,0.5,-1.367667221,1,0.09626143,53.01421077,0.039411965,0.008598114,0.539524168,37.56725785,0.769131002,6.757306403,0.000392491,3.018770273,0.098939357,0.349468517,1.764159245,-0.803590222,0.5,-1.568919019,0.401867526,0.073093668,30.88528426,0.021581034,0.004708118,2,0.414772223,49.94848473,1.061439149,3.755461007,0.001017214,10.79710492,0.032202926,0.030602628,2.554480728
