P50x_pft1,ax_pft1,P50_gs_pft1,Drought_Threshold_pft1,Vc_max25_pft1,LNCm_pft1,LMR_pft1,WD_pft1,LMA_pft1,Al2As_pft1,Amax_pft1,stem_Kl_pft1,stem_ks_pft1,bmort_pft1,mort_disturb_frac_pft1,comp_excln_pft1,P50x_pft2,ax_pft2,P50_gs_pft2,FDrought_pft2,Drought_Threshold_pft2,Vc_max25_pft2,LNCm_pft2,LMR_pft2,WD_pft2,LMA_pft2,Al2As_pft2,Amax_pft2,stem_Kl_pft2,stem_ks_pft2,bmort_pft2,mort_disturb_frac_pft2,comp_excln_pft2
-2.998750652,3.936469614,-1.710767404,0.208839945,61.66840589,0.03721802,0.008119483,0.603733829,41.16765094,1.224012586,7.995652988,1e-04,1.224012586,0.018228226,0.920863383,0.929261216,-1.876593202,2.249267614,-1.701571828,0.430410074,0.138579675,48.90922663,0.033219343,0.007247132,0.514111237,50.06972738,0.657241526,6.182258713,0.000626908,4.120299734,0.046673041,0.553459245,3.450407653
-1.545234028,2.427233134,-0.454527815,0.200411093,61.11081276,0.030602309,0.0066762,0.613817887,75.14713795,0.787660137,7.914818539,9.45020208737112e-05,0.744354748,0.086278369,0.675090452,0.096893817,-0.937360894,3.824234271,-2.025873408,0.535688687,0.069720923,50.72982681,0.039340397,0.008582501,0.479605724,35.68129022,0.794906591,6.43630362,0.000917283,7.291539401,0.081209538,0.365782296,2.244008952
-0.919560796,0.800518395,-0.45917346,0.084751346,17.17907456,0.021994694,0.004798362,0.608960586,83.1237221,1.199540044,2.022893624,0.000312029,3.742912578,0.126969002,0.340992177,2.35569633,-0.478040862,4.195666555,-1.438948807,0.078417566,0.334171528,26.27395531,0.036106934,0.007877089,0.569220424,20.6140378,1.549102277,3.161284341,0.000354953,5.498589205,0.145412181,0.519714995,2.147189685
-2.015045623,5.952591287,-0.665600212,0.114321119,22.59224201,0.024447861,0.005333545,0.574459246,91.47452247,0.851417367,2.695024401,1e-04,0.851417367,0.086153846,0.53792149,3.827120734,-0.726509813,2.467000156,-0.351866986,0.840192334,0.046959524,53.97917764,0.025386294,0.005538274,0.468048735,53.20003271,1.018095619,6.893648564,0.001831796,18.64943583,0.110494057,0.579689567,1.577056681
-3.008528178,4.870997606,-2.161238027,0.04697794,20.6161218,0.025921348,0.005655001,0.604795879,55.28272632,1.183418137,2.447791792,1e-04,1.183418137,0.023324874,0.553841261,3.765053841,-2.773287001,2.358575249,-0.678904626,0.259935867,0.076873801,48.13049131,0.031590038,0.006891683,0.524102686,66.34710071,0.442249862,6.074081856,0.00028222,1.248118411,0.19643777,0.700558827,1.695059892
-1.866198727,4.487074092,-0.800272553,0.191886312,26.88574227,0.030467917,0.006646881,0.607378681,49.48018727,1.054285628,3.239466542,0.000573498,6.046306197,0.188742674,0.577330919,2.020054513,-2.334717079,1.91725489,-1.319476174,0.241741693,0.172004708,68.7148008,0.031278954,0.006823817,0.507468022,57.269521,0.635771116,9.029363828,0.000626476,3.982953817,0.035937667,0.941444427,2.96861432
-2.203380367,3.039709727,-1.425640004,0.087165167,43.80918117,0.019988132,0.004360611,0.56066078,111.8879926,0.996229737,5.479149035,0.001591431,15.85430762,0.091279298,0.95184798,1.346160535,-0.3,1.707145661,-0.872586578,0.784176727,0.129049911,35.96033522,0.028399636,0.006195665,0.492883498,52.16247251,0.54754954,4.422214288,0.000977416,5.35183804,0.115883994,0.536100777,1.467174972
-4.102289575,3.875833934,-1.55241252,0.079211881,23.63925993,0.021081815,0.004599209,0.632991985,68.29040004,0.836218817,2.826877587,0.00041539,3.473568075,0.096502399,0.931376014,3.060989725,-2.525490192,2.606936652,-2.369007279,0.871537169,0.218024053,58.74142882,0.022024744,0.004804918,0.580710948,79.220946,1.98541252,7.572925459,0.000370835,7.36260763,0.071180645,0.358525042,0.88238146
-3.464496716,2.339614173,-2.101875358,0.142153866,33.07922754,0.029431682,0.006420816,0.579803138,54.27125849,0.485188899,4.042066548,1e-04,0.485188899,0.13892685,0.0638196,0.985250141,-2.773287001,2.358575249,-0.678904626,0.259935867,0.076873801,48.13049131,0.031590038,0.006891683,0.524102686,66.34710071,0.442249862,6.074081856,0.00028222,1.248118411,0.19643777,0.700558827,1.695059892
-0.629174348,2.80534317,-2.200301314,0.274973938,28.02147306,0.030262023,0.006601963,0.572264197,33.00526105,0.87698311,3.385132733,1e-04,0.87698311,0.117849282,0.4691643,0.665388744,-2.385498831,0.5,-2.587291561,0.937279293,0.066946601,56.54190058,0.024593676,0.005365356,0.547226921,54.13880004,1.269926214,7.257871239,0.000864327,10.97632061,0.078451349,0.274838505,2.503900841
-0.992844809,1.087968276,-0.150040411,0.05860877,30.95268464,0.025606477,0.005586309,0.614092327,64.91961641,0.513498507,3.764228561,0.001195362,6.138164494,0.053084416,0.247951536,2.79304456,-0.924896831,2.784312703,-2.060762319,0.994110813,0.065882182,46.94135064,0.03264044,0.007120838,0.480314058,70.79982665,0.238908209,5.909460302,0.000215483,0.514807458,0.083433952,0.077141944,1.3917049
-1.912877254,0.5,-1.928898817,0.039432928,15,0.030078562,0.006561939,0.551511958,52.97048875,0.642289473,1.756912576,0.000468607,3.009812468,0.141695446,0.491039023,3.08454005,-1.489664339,3.913606649,-1.573182025,0.091705408,0.022642751,44.32475206,0.040995178,0.008943508,0.430732038,22.78952522,0.498565657,5.549649935,4.24180681377271e-05,0.21148192,0.184159523,0.31223559,1.436338374
-1.03029786,0.5,-1.1126689,0.25362492,43.68968271,0.036128024,0.00788169,0.605581321,65.3736501,0.661869762,5.462827093,1e-04,0.661869762,0.027504461,0.560550569,1.197803059,-2.26987462,5.992922637,-1.524326746,0.919963721,0.042437135,39.51348024,0.029284732,0.006388757,0.547580379,48.4758372,1.135283493,4.896858415,7.32167884147494e-05,0.831218113,0.074694025,0.033558578,0.433640213
-3.008528178,4.870997606,-2.161238027,0.04697794,20.6161218,0.025921348,0.005655001,0.604795879,55.28272632,1.183418137,2.447791792,1e-04,1.183418137,0.023324874,0.553841261,3.765053841,-1.858214097,1.871982214,-0.065504417,0.040593201,0.216673685,39.02842711,0.020760109,0.004529025,0.517465772,61.85213044,0.586871064,4.831687224,0.000481252,2.82432816,0.039519658,0.962666854,3.895589781
-3.452868305,1.711554668,-2.252437899,0.273124194,15,0.023092369,0.005037831,0.608023416,59.03882252,0.991025518,1.756912576,0.000675328,6.692677632,0.026120314,0.579929883,2.122224642,-0.392386634,0.5,-0.500021849,0.997704576,0.050712368,61.91312957,0.034724897,0.007575584,0.431654043,42.58277307,0.913229168,8.0311757,0.000823637,7.521697889,0.172478058,0.019680521,0.983691789
-3.041293053,3.536410575,-0.389908408,0.306444274,43.45237339,0.03157549,0.006888509,0.568747301,77.64965243,0.749389235,5.430434577,1e-04,0.749389235,0.050686339,0.684665995,1.560566365,-0.808813749,1.518985426,-1.583939869,0.206925523,0.260094003,43.23620639,0.030733679,0.006704859,0.546354043,40.76171396,1.006540244,5.400952149,0.000161521,1.625776256,0.029840132,0.619180497,0.270232612
-1.823128194,1.193273732,-2.619947951,0.13180496,43.89363827,0.023903278,0.005214739,0.520262148,60.31296216,0.849698716,5.490689025,2.70054969158322e-06,0.022946536,0.172576556,0.752575769,3.019595808,-3.922854783,4.702181011,-2.9809882,0.084576688,0.034633725,68.89318639,0.040174951,0.008764567,0.433387151,40.48128686,1.166360083,9.055823719,0.000430817,5.0248736,0.055172713,0.121582642,0.044610614
-1.302826381,2.115178455,-2.428290953,0.176286036,40.15696458,0.038881884,0.008482472,0.625244477,42.98520907,0.626539551,4.983498447,1e-04,0.626539551,0.122571129,0.281944068,2.824790185,-1.040910247,2.163012018,-1.309324134,0.606488815,0.018510786,84.83474332,0.031114872,0.00678802,0.500380732,59.2171771,1.188279536,11.47690738,0.000644647,7.660209192,0.183941509,0.383225554,3.172638619
-0.875773436,3.276799873,-0.838568817,0.212466654,17.99156343,0.029396634,0.00641317,0.5513244,48.59025388,0.724673417,2.12274585,0.000913289,6.618364397,0.031479122,0.139849541,3.641120271,-1.548315343,0.5,-0.965030694,0.320441954,0.152210152,67.22620307,0.035309413,0.007703102,0.491228868,66.83847562,0.60305792,8.809116432,1e-04,0.60305792,0.016116021,0.780375464,3.203913829
-1.59009117,2.351974299,-1.281654513,0.037515417,90.5627261,0.041437707,0.00904005,0.638987229,57.0686263,1.103778715,12.37349679,1e-04,1.103778715,0.186353011,0.085446938,3.730125662,-2.661175047,4.022063289,-1.684857749,0.757213633,0.136916406,70.27052634,0.04051953,0.008839741,0.510524684,10,1.048961299,9.260602612,0.000116888,1.226108334,0.062079244,0.515824042,2.890040255
-0.433444162,4.186498693,-1.611905677,0.173745361,39.19613457,0.034178623,0.007456408,0.555772033,50.76724617,0.904158518,4.854206837,8.67222721304978e-05,0.784106811,0.061462223,0.791336756,3.14269672,-1.312605601,4.018708224,-1.209361125,0.681325945,0.311523821,33.19407529,0.028849519,0.006293811,0.538345131,69.35451556,0.592769313,4.057138413,0.000562163,3.332330115,0.025531236,0.74930183,3.658750485
-2.824495079,0.5,-3.058219399,0.021816264,32.62665945,0.028295294,0.006172901,0.638136341,48.00212321,1.334244454,3.982740876,1e-04,1.334244454,0.106705642,0.788373902,1.783329983,-2.379533748,5.869635691,-1.671514274,0.353618848,0.322653739,17.07739243,0.02715853,0.005924905,0.559547929,59.89850715,1.379751385,2.010423091,0.00059737,8.242216852,0.072769575,0.508704847,0.279258422
-2.623423057,1.086093833,-2.291507455,0.26009284,36.2696904,0.025957737,0.00566294,0.575010787,29.17871548,0.739367184,4.463284844,1e-04,0.739367184,0.000398826,0.053784295,1.411749048,-1.875995868,3.05813682,-1.758964249,0.319524913,0.217156553,15,0.024156681,0.005270022,0.571299734,66.8490036,1.445623686,1.756912576,0.000299764,4.33345818,0.126845106,0.404099879,1.453162637
-0.491850678,2.691652507,-0.762774749,0.061256683,79.51730599,0.034342311,0.007492119,0.568678551,85.57342355,1.058154017,10.65706155,0.001027542,10.87298174,0.130689922,0.415825909,2.382494632,-3.07179313,4.444161034,-1.140209499,0.699527915,0.23668868,83.52854366,0.028811974,0.00628562,0.57626325,44.16991289,1.225553427,11.27439548,0.000346788,4.250068468,0.072446855,0.363738668,3.21111581
-1.214896684,3.59330747,-0.848029,0.19570455,66.94579331,0.032200792,0.007024925,0.622759002,58.88165463,1.036584733,8.767739425,0.000621003,6.43722745,0.074265635,0.721398742,2.589735192,-1.899640435,1.867651511,-0.931068678,0.844610087,0.301081077,39.22627644,0.030339301,0.006618822,0.514594998,64.80562109,0.990714686,4.85825576,1e-04,0.990714686,0.130286502,0.69989075,2.058332229
-2.887603276,4.251053599,-1.485681025,0.02449609,27.51012634,0.034379798,0.007500297,0.576436196,46.43448385,0.903657073,3.319463891,0.00098742,8.922890735,0.082276627,0.001962569,3.972770926,-1.899640435,1.867651511,-0.931068678,0.844610087,0.301081077,39.22627644,0.030339301,0.006618822,0.514594998,64.80562109,0.990714686,4.85825576,1e-04,0.990714686,0.130286502,0.69989075,2.058332229
-2.405433966,4.946253829,-1.719513302,0.34752742,29.67988581,0.014373558,0.003135735,0.605969217,81.7099464,0.590253398,3.599062,1e-04,0.590253398,0.151863973,0.027140379,1.484008938,-4.738975936,3.734400588,-1.267711952,0.58489323,0.302370165,30.30835109,0.0233966,0.005104202,0.533805848,43.32073096,0.487219918,3.680509697,1e-04,0.487219918,0.173692955,0.611825197,1.844410559
-2.358496121,1.790376668,-1.532662626,0.053271737,26.64152577,0.031282064,0.006824495,0.593710679,45.24760702,0.957076488,3.208233427,0.000190555,1.823753219,0.160504507,0.123636591,2.532152301,-2.288780773,0.5,-2.479332877,0.59995352,0.157846675,27.83593663,0.012296384,0.002682579,0.493173014,68.7764516,1.085676112,3.361289516,1e-04,1.085676112,0.054597796,0.693597997,2.038391959
-1.545234028,2.427233134,-0.454527815,0.200411093,61.11081276,0.030602309,0.0066762,0.613817887,75.14713795,0.787660137,7.914818539,9.45020208737112e-05,0.744354748,0.086278369,0.675090452,0.096893817,-0.344330216,4.118900808,-2.827668879,0.496336627,0.17802007,60.73186442,0.024747603,0.005398937,0.500221476,46.83247752,0.894330317,7.859963818,0.00069487,6.214436118,0.003320102,0.458366059,2.635492535
-1.871425134,0.754665818,-2.291147801,0.202533096,64.84682429,0.046601693,0.010166625,0.530800486,61.1759758,0.512004756,8.459143874,3.92386906671907e-05,0.200903962,0.132626306,0.625784892,0.690781196,-1.108670418,4.562702393,-1.354919493,0.286680031,0.1630693,64.08869736,0.036974791,0.00806642,0.487067539,55.72271151,1.462405812,8.348172522,0.000430656,6.297935926,0.138003306,0.496910865,2.56946817
-0.3,3.166930739,-0.41008455,0.143073808,21.27155678,0.030437325,0.006640207,0.548071063,56.56378839,0.995827482,2.529557076,1e-04,0.995827482,0.072537753,0.982323611,0.84215939,-0.968598526,0.5,-1.551433505,0.073415643,0.231966719,38.96400096,0.027336515,0.005963734,0.554851835,55.75715887,1.262171172,4.823039897,1e-04,1.262171172,0.050020905,0.778391253,2.75022187
-1.611330605,4.403762197,-2.756931736,0.095607464,49.01231942,0.022771257,0.004967777,0.524735456,96.43707896,1.449513021,6.196601625,0.000172287,2.497324651,0.125591276,0.153271035,1.82493343,-2.46588968,2.67494897,-2.201039604,0.20920836,0.29783123,90.46363466,0.043229553,0.009430959,0.572651031,63.26377015,1.014507867,12.35786894,0.001202862,12.20313188,0.136468994,0.330408667,1.819310003
-5.022711047,6.242621125,-2.403923265,0.151463893,49.37241071,0.03774957,0.008235446,0.562173778,79.27003768,0.1,6.24673994,0.000791635,0.791635391,0.1749277,0.08909562,0.386556079,-3.024053303,3.544722633,-3.99299979,0.428847495,0.082538318,15,0.033983545,0.00741385,0.503466114,28.99583303,0.250695672,1.756912576,1e-04,0.250695672,0.057861678,0.242138285,2.033371237
-2.887603276,4.251053599,-1.485681025,0.02449609,27.51012634,0.034379798,0.007500297,0.576436196,46.43448385,0.903657073,3.319463891,0.00098742,8.922890735,0.082276627,0.001962569,3.972770926,-0.74702109,3.127971586,-1.423742367,0.516198908,0.244444237,47.05838911,0.027022635,0.005895258,0.507008543,63.79852418,0.558542476,5.925632368,0.000577331,3.224641459,0.154199279,0.344221901,3.601953538
-3.280042584,3.655082872,-1.099247514,0.25620999,59.19143178,0.028920056,0.006309199,0.61419726,41.19090005,0.731577708,7.637659635,0.000607096,4.441380216,0.063495447,0.685340854,1.208122638,-1.828494068,3.091477543,-1.591906506,0.210964881,0.240401704,60.78154116,0.030662277,0.006689282,0.565247719,73.25685582,0.458455864,7.867151021,1e-04,0.458455864,0.044843381,0.495981811,2.757805778
-2.974415839,0.859301806,-1.715883899,0.11396223,57.9874641,0.024063138,0.005249614,0.624293351,89.95830965,0.385117045,7.464676062,0.001255585,4.835472244,0.00095928,0.571676433,3.734165158,-1.591586494,6.660465454,-1.125988969,0.728731147,0.191128247,54.74018523,0.023404707,0.005105971,0.523659748,80.8685969,1.009218209,7.001483129,0.000401394,4.050945847,0.027417617,0.677105127,1.866319593
-1.694871736,2.232205604,-0.946094634,0.2764067,28.79504261,0.01025733,0.002237739,0.601636289,73.43199742,1.312729496,3.484739992,4.31919213728161e-06,0.056699309,0.000675915,0.215558292,2.820883272,-0.3,2.742844685,-1.950212582,0.533397717,0.305624165,51.90638478,0.03891611,0.008489939,0.485847152,44.79026783,0.641780439,6.601323781,0.000299783,1.923951393,0.128631677,0.310306517,3.212807412
-1.52173279,2.912637562,-0.827951333,0.133036139,56.30752359,0.019816184,0.004323099,0.572610062,81.88138865,1.035392715,7.224432767,0.00057428,5.946052913,0.011245321,0.119238519,1.966184426,-2.672324326,1.07968032,-1.867563591,0.009772539,0.110402073,48.45898001,0.033231614,0.007249809,0.540183132,43.06569594,0.520098614,6.119677667,0.000194118,1.009607379,0.140898227,0.452335593,0.238316678
-3.529233373,1.534324553,-1.384078917,0.255044732,62.22200815,0.032806236,0.007157008,0.578985395,46.600567,1.191523788,8.076049953,1e-04,1.191523788,0.172013956,0.050795259,0.363376944,-1.926260242,2.926896875,-0.996184714,0.961043722,0.179334237,94.44975339,0.034416378,0.007508277,0.492177266,38.54575049,1.792512466,12.98975339,0.000820336,14.70461786,0.166524533,0.091903781,3.960631307
-0.875773436,3.276799873,-0.838568817,0.212466654,17.99156343,0.029396634,0.00641317,0.5513244,48.59025388,0.724673417,2.12274585,0.000913289,6.618364397,0.031479122,0.139849541,3.641120271,-3.017685072,2.559521215,-2.026885805,0.032958056,0.344598012,32.31198803,0.026440944,0.005768356,0.597704226,62.77548637,0.992480634,3.941554133,0.000828224,8.219959208,0.002850377,0.670411387,1.045834331
-2.99162749,1.096521205,-1.911962997,0.041553363,70.49582992,0.027124042,0.005917381,0.587470211,65.90312768,0.507663162,9.294180547,1e-04,0.507663162,0.194285782,0.599684632,3.829734061,-2.077174431,6.282425174,-2.198457067,0.491825927,0.266214782,56.63735988,0.023971597,0.005229644,0.587312074,63.00481273,0.830631,7.271497742,1e-04,0.830631,0.095278786,0.453013001,1.365021541
-1.624988501,1.244623457,-2.05022921,0.337283834,71.33400455,0.039800779,0.008682938,0.579605885,48.16722936,1.263155521,9.419295294,0.001190745,15.04096482,0.104414967,0.252843435,3.742775688,-1.64183002,0.5,-1.217352615,0.175394996,0.10092844,57.20602008,0.034218846,0.007465183,0.536304717,51.14998843,0.629593242,7.352760327,0.000332548,2.093698336,0.031956336,0.569616652,3.676471541
-2.486955964,4.803973136,-1.202360442,0.022072913,78.91230975,0.02820451,0.006153096,0.597126814,68.44826034,0.280496801,10.56455318,8.01095391492852e-05,0.224704694,0.103858058,0.129769017,3.205653907,-1.570925748,0.5,-2.064188174,0.769850593,0.234215857,26.74376207,0.027919886,0.006091002,0.543779846,48.12866721,1.586899339,3.221304676,1e-04,1.586899339,0.130010291,0.605369715,3.60966195
-2.417714146,4.103633825,-2.656738255,0.022888884,79.4870472,0.033915444,0.007398993,0.571623029,72.52707965,1.125255107,10.652431,0.001613839,18.15980657,0.04351811,0.640126546,1.60590146,-1.697346856,5.90091494,-1.96352386,0.347322945,0.301661884,22.70018325,0.029169652,0.006363651,0.571747512,59.48543499,0.969245589,2.7085902,0.000127218,1.233056973,0.048670607,0.084446568,2.18491535
-0.307578415,0.5,-2.016337796,0.21184726,35.21255132,0.025578949,0.005580304,0.576534344,68.9899503,0.887041863,4.323138866,1e-04,0.887041863,0.018848099,0.10235608,3.8209977,-1.684724757,3.759477334,-1.093995062,0.335050609,0.068269088,31.44917816,0.029540584,0.006444574,0.560586387,69.80986668,0.178398087,3.828886287,0.000845031,1.507518716,0.190032312,0.75508876,3.206390846
-3.032975467,1.439822643,-1.756307429,0.077552742,15,0.020703958,0.004516776,0.630192804,74.5051958,1.349346787,1.756912576,1e-04,1.349346787,0.066313493,0.418388608,1.102726299,-2.296088315,2.136837949,-1.050083987,0.716186631,0.137436525,73.39716888,0.052397948,0.011431136,0.524991466,69.15587617,0.333680715,9.728590421,0.000632803,2.111540562,0.067906426,0.581817282,0.688929177
-1.91934847,0.5,-2.103267859,0.221566434,31.52226316,0.031588355,0.006891316,0.574824822,73.43241342,1.146511366,3.838414901,1e-04,1.146511366,0.108266062,0.043430561,0.780539778,-1.174762645,4.811333877,-2.380530124,0.893916627,0.239366769,19.97695417,0.008,0.00174528,0.564985413,61.29512531,0.166338273,2.368282637,0.000923229,1.535683181,0.005095622,0.506254477,0.849257307
-3.857996835,4.498887213,-2.274989573,0.230970115,40.19633694,0.035075267,0.00765202,0.550497408,29.43909295,0.936571104,4.988806356,0.001427813,13.37248239,0.147455594,0.317183704,3.990724686,-3.928423187,2.327620746,-1.356044166,0.387338243,0.07053709,33.46181099,0.031085909,0.006781702,0.533641296,51.43697655,1.043551733,4.092300739,0.000488943,5.10237496,0.066278441,0.439179049,0.313640322
-3.938738315,3.400980188,-2.07779691,0.31260873,46.26089932,0.026642662,0.005812363,0.58199857,35.73346976,1.048684082,5.815569306,0.000579573,6.077894761,0.106377194,0.688213765,3.838758674,-2.138225104,0.5,-2.203497034,0.418347206,0.075892174,64.02927225,0.037306549,0.008138797,0.512817057,73.63795119,1.130943131,8.339485165,0.00079108,8.946665334,0.066111884,0.236231407,2.899455146
-2.630934718,3.129987575,-2.716655829,0.155359443,43.41398474,0.033450959,0.007297661,0.615996738,67.53847176,0.1,5.425197171,1e-04,0.1,0.165395691,0.273088993,0.399142039,-2.095335571,3.960567113,-1.375554478,0.042374034,0.152486512,58.62347518,0.043117368,0.009406485,0.448304998,32.33534693,1.114044674,7.555973024,0.000831691,9.26541006,0.035308256,0.713518242,1.986276606
-0.593409494,0.5,0.135903932,0.181121964,15.85415865,0.026184125,0.005712329,0.515409673,45.22405227,1.002428703,1.860855396,0.001246836,12.49864649,0.044785153,0.055089568,2.700790162,-0.3,0.5,-2.041600343,0.596733604,0.181048576,35.11347829,0.02471527,0.005391883,0.458334851,71.44278034,0.734607773,4.310033926,0.000323732,2.378161112,0.112818459,0.72504575,1.758015342
-4.159788932,2.879456491,-2.594797502,0.22005298,75.88513927,0.03855475,0.008411104,0.57596541,76.6325299,0.210394674,10.10406225,0.000626161,1.31740991,0.153332671,0.384559753,2.713750442,-1.202381153,3.12833269,-2.663131661,0.912782741,0.197532504,50.46763224,0.036144107,0.007885198,0.574874532,68.91591174,0.873121818,6.399619201,6.11410384599363e-05,0.533835747,0.147216928,0.966267887,0.841820913
-3.517938317,3.58186993,-2.101386253,0.042173923,41.83707953,0.033280437,0.00726046,0.605298556,59.41827502,0.902138707,5.210687966,0.00031088,2.804568625,0.05717795,0.787953713,3.524097182,-0.74235354,0.5,-1.220318262,0.726276432,0.107732238,71.01596143,0.043504918,0.009491033,0.474223804,26.94913198,1.086361415,9.371784109,0.000129302,1.404691236,0.141555428,0.845162712,3.276100923
-0.950768313,2.313266264,-1.834714128,0.298203548,48.08135824,0.026302337,0.005738118,0.557463674,70.18141151,0.791108226,6.067266433,0.000892111,7.057566906,0.168431699,0.059713821,2.529510531,-0.791061299,1.503913492,-1.216234197,0.551700275,0.240780096,67.33891436,0.031491078,0.006870093,0.462753459,64.79112971,0.262980715,8.825757972,1e-04,0.262980715,0.074394571,0.548670813,3.406555485
-2.347006912,0.5,-1.373316636,0.09626143,51.73936352,0.039059171,0.008521149,0.554902301,38.27374467,0.767039872,6.577857711,0.000347658,2.666672495,0.098939357,0.349468517,1.764159245,-0.882294033,0.5,-1.585124134,0.401867526,0.073093668,27.22843755,0.020569059,0.004487346,0.458883763,51.97501301,1.055440828,3.283347714,0.000890399,9.397631585,0.032202926,0.030602628,2.554480728
-2.871668939,0.5,-0.472019348,0.203161075,47.96567996,0.029929105,0.006529334,0.618961014,34.97689267,0.279457209,6.051224902,1e-04,0.279457209,0.125764696,0.249154003,3.224643182,-0.897437311,3.089441845,-2.716256131,0.196858744,0.293481409,64.77199943,0.038285789,0.008352428,0.445229445,61.99071441,0.247172447,8.44817973,1e-04,0.247172447,0.178389199,0.99546911,3.626300766
